Year,Jurisdiction,Sector,Area of expenditure,Broad source of funds,Source of funds,Current amount ($),Constant amount ($)
2019-20,NT,Other services,Aids and appliances,Australian Government,DoHAC and other,"4,704,144.91","5,045,381.02"
2019-20,NT,Other services,Aids and appliances,Australian Government,Premium rebates,"2,019,706.66","2,166,215.08"
2019-20,NT,Other services,Aids and appliances,Non-government,Health insurance funds,"5,557,005.59","5,960,107.76"
2019-20,NT,Other services,Aids and appliances,Non-government,Individuals,"16,405,028.12","17,595,039.94"
2019-20,NT,Other services,Aids and appliances,Non-government,Other source of funds,"2,161,268.09","2,318,045.30"
2019-20,NT,Other services,Patient transport services,Australian Government,Department of Veterans' Affairs,0.00,0.00
2019-20,NT,Other services,Patient transport services,Australian Government,DoHAC and other,"9,025,096.04","9,515,580.08"
2019-20,NT,Other services,Patient transport services,Australian Government,Premium rebates,"342,228.87","360,827.87"
2019-20,NT,Other services,Patient transport services,Non-government,Health insurance funds,"941,605.92","992,779.08"
2019-20,NT,Other services,Patient transport services,Non-government,Individuals,"385,224.84","406,160.54"
2019-20,NT,Other services,Patient transport services,Non-government,Other source of funds,"4,433,945.90","4,674,916.15"
2019-20,NT,Other services,Patient transport services,State and local government,State and local government,"45,385,549.49","47,852,103.57"
2019-20,NT,Primary health care,All other medications,Australian Government,DoHAC and other,"8,280,828.26","8,329,239.79"
2019-20,NT,Primary health care,All other medications,Australian Government,Premium rebates,"75,520.42","75,878.01"
2019-20,NT,Primary health care,All other medications,Non-government,Health insurance funds,"207,786.30","208,770.18"
2019-20,NT,Primary health care,All other medications,Non-government,Individuals,"52,486,793.11","53,794,605.36"
2019-20,NT,Primary health care,All other medications,Non-government,Other source of funds,"245,045.92","246,206.22"
2019-20,NT,Primary health care,Benefit-paid pharmaceuticals,Australian Government,Department of Veterans' Affairs,"1,128,359.22","1,246,600.07"
2019-20,NT,Primary health care,Benefit-paid pharmaceuticals,Australian Government,DoHAC and other,"84,160,065.04","92,939,752.39"
2019-20,NT,Primary health care,Benefit-paid pharmaceuticals,Non-government,Individuals,"6,999,333.54","7,732,794.26"
2019-20,NT,Primary health care,Community health and other,Australian Government,DoHAC and other,"123,119,810.23","127,948,333.38"
2019-20,NT,Primary health care,Community health and other,Australian Government,Premium rebates,"1,303.78","1,354.90"
2019-20,NT,Primary health care,Community health and other,Non-government,Health insurance funds,"3,587.22","3,727.85"
2019-20,NT,Primary health care,Community health and other,Non-government,Individuals,"337,840.25","351,085.30"
2019-20,NT,Primary health care,Community health and other,Non-government,Other source of funds,"1,158,326.80","1,203,739.07"
2019-20,NT,Primary health care,Community health and other,State and local government,State and local government,"361,772,266.53","375,926,068.42"
2019-20,NT,Primary health care,Dental services,Australian Government,Department of Veterans' Affairs,"311,701.00","324,418.92"
2019-20,NT,Primary health care,Dental services,Australian Government,DoHAC and other,"4,720,088.58","4,912,676.03"
2019-20,NT,Primary health care,Dental services,Australian Government,Premium rebates,"5,256,764.27","5,471,248.98"
2019-20,NT,Primary health care,Dental services,Non-government,Health insurance funds,"14,463,421.39","15,053,553.00"
2019-20,NT,Primary health care,Dental services,Non-government,Individuals,"78,584,413.34","81,790,787.91"
2019-20,NT,Primary health care,Dental services,Non-government,Other source of funds,"128,248.10","133,480.83"
2019-20,NT,Primary health care,Dental services,State and local government,State and local government,"10,220,224.41","10,637,226.54"
2019-20,NT,Primary health care,Other health practitioners,Australian Government,Department of Veterans' Affairs,"1,124,896.29","1,205,105.18"
2019-20,NT,Primary health care,Other health practitioners,Australian Government,DoHAC and other,"19,380,123.31","20,761,991.24"
2019-20,NT,Primary health care,Other health practitioners,Australian Government,Premium rebates,"2,126,917.50","2,278,573.87"
2019-20,NT,Primary health care,Other health practitioners,Non-government,Health insurance funds,"5,851,984.69","6,269,250.87"
2019-20,NT,Primary health care,Other health practitioners,Non-government,Individuals,"29,184,410.33","31,265,356.89"
2019-20,NT,Primary health care,Other health practitioners,Non-government,Other source of funds,"9,464,645.66","10,139,506.71"
2019-20,NT,Primary health care,Other health practitioners,State and local government,State and local government,"1,621,375.72","1,736,985.26"
2019-20,NT,Primary health care,Public health,Australian Government,DoHAC and other,"39,778,596.78","41,852,300.76"
2019-20,NT,Primary health care,Public health,Non-government,Individuals,"14,956.87","15,769.72"
2019-20,NT,Primary health care,Public health,Non-government,Other source of funds,"223,269.52","235,403.47"
2019-20,NT,Primary health care,Public health,State and local government,State and local government,"89,454,009.27","94,315,537.96"
2019-20,NT,Primary health care,Unreferred medical services,Australian Government,Department of Veterans' Affairs,"422,173.16","430,897.12"
2019-20,NT,Primary health care,Unreferred medical services,Australian Government,DoHAC and other,"293,302,853.87","299,367,469.78"
2019-20,NT,Primary health care,Unreferred medical services,Non-government,Individuals,"5,437,965.95","5,550,338.39"
2019-20,NT,Primary health care,Unreferred medical services,Non-government,Other source of funds,"13,234,638.54","13,508,124.73"
2019-20,NT,Primary health care,Unreferred medical services,State and local government,State and local government,"-200,000.00","-204,132.88"
2019-20,NT,Referred medical services,Referred medical services,Australian Government,Department of Veterans' Affairs,"2,282,389.49","2,329,553.75"
2019-20,NT,Referred medical services,Referred medical services,Australian Government,DoHAC and other,"90,288,923.17","92,154,691.82"
2019-20,NT,Referred medical services,Referred medical services,Australian Government,Premium rebates,"2,633,161.67","2,687,574.44"
2019-20,NT,Referred medical services,Referred medical services,Non-government,Health insurance funds,"7,244,861.07","7,394,571.96"
2019-20,NT,Referred medical services,Referred medical services,Non-government,Individuals,"12,111,907.00","12,362,192.59"
2019-20,NT,Research,Research,Australian Government,Department of Veterans' Affairs,0.00,0.00
2019-20,NT,Research,Research,Australian Government,DoHAC and other,"24,000,154.51","24,941,081.97"
2019-20,NT,Research,Research,Non-government,Individuals,"5,051.43","5,249.48"
2019-20,NT,Research,Research,Non-government,Other source of funds,"1,238,049.67","1,286,587.48"
2019-20,NT,Research,Research,State and local government,State and local government,"8,149,455.15","8,468,955.02"
2019-20,Qld,Capital expenditure,Capital expenditure,Australian Government,DoHAC and other,"17,233,104.78","17,939,864.15"
2019-20,Qld,Capital expenditure,Capital expenditure,Non-government,Other source of funds,"1,283,923,943.37","1,418,256,795.25"
2019-20,Qld,Capital expenditure,Capital expenditure,State and local government,State and local government,"712,000,000.00","746,237,818.72"
2019-20,Qld,Hospitals,Private hospitals,Australian Government,Department of Veterans' Affairs,"272,131,907.00","283,975,584.76"
2019-20,Qld,Hospitals,Private hospitals,Australian Government,DoHAC and other,"266,478,277.09","285,914,011.08"
2019-20,Qld,Hospitals,Private hospitals,Australian Government,Premium rebates,"677,532,396.76","707,019,844.48"
2019-20,Qld,Hospitals,Private hospitals,Non-government,Health insurance funds,"1,864,157,503.62","1,945,289,043.88"
2019-20,Qld,Hospitals,Private hospitals,Non-government,Individuals,"231,651,857.76","241,733,769.82"
2019-20,Qld,Hospitals,Private hospitals,Non-government,Other source of funds,"283,628,291.67","295,972,313.10"
2019-20,Qld,Hospitals,Private hospitals,State and local government,State and local government,"18,474,912.08","19,278,974.01"
2019-20,Qld,Hospitals,Public hospital services,Australian Government,Department of Veterans' Affairs,"86,501,616.90","90,266,325.30"
2019-20,Qld,Hospitals,Public hospital services,Australian Government,DoHAC and other,"5,577,985,353.15","5,831,372,146.00"
2019-20,Qld,Hospitals,Public hospital services,Australian Government,Premium rebates,"42,762,826.80","44,623,943.15"
2019-20,Qld,Hospitals,Public hospital services,Non-government,Health insurance funds,"117,657,317.71","122,777,979.13"
2019-20,Qld,Hospitals,Public hospital services,Non-government,Individuals,"312,080,798.18","325,663,124.67"
2019-20,Qld,Hospitals,Public hospital services,Non-government,Other source of funds,"713,727,449.62","744,790,172.17"
2019-20,Qld,Hospitals,Public hospital services,State and local government,State and local government,"6,348,152,894.48","6,624,436,106.17"
2019-20,Qld,Medical expenses tax rebate,Medical expenses tax rebate,Australian Government,DoHAC and other,"734,000.00","766,746.89"
2019-20,Qld,Medical expenses tax rebate,Medical expenses tax rebate,Non-government,Individuals,"-734,000.00","-766,746.89"
2019-20,Qld,Other services,Administration,Australian Government,Department of Veterans' Affairs,0.00,0.00
2019-20,Qld,Other services,Administration,Australian Government,DoHAC and other,"410,297,024.70","428,572,187.19"
2019-20,Qld,Other services,Administration,Australian Government,Premium rebates,"123,760,903.46","129,282,408.37"
2019-20,Qld,Other services,Administration,Non-government,Health insurance funds,"340,514,812.18","355,706,638.97"
2019-20,Qld,Other services,Administration,State and local government,State and local government,"312,230,136.40","326,160,062.44"
2019-20,Qld,Other services,Aids and appliances,Australian Government,Department of Veterans' Affairs,"1,201,663.65","1,288,831.68"
2019-20,Qld,Other services,Aids and appliances,Australian Government,DoHAC and other,"122,985,414.35","131,906,709.38"
2019-20,Qld,Other services,Aids and appliances,Australian Government,Premium rebates,"51,999,878.40","55,771,921.28"
2019-20,Qld,Other services,Aids and appliances,Non-government,Health insurance funds,"143,072,071.50","153,450,441.71"
2019-20,Qld,Other services,Aids and appliances,Non-government,Individuals,"519,778,406.36","557,482,849.10"
2019-20,Qld,Other services,Aids and appliances,Non-government,Other source of funds,"13,632,680.38","14,621,587.60"
2019-20,Qld,Other services,Patient transport services,Australian Government,Department of Veterans' Affairs,"29,786,736.96","31,083,110.17"
2019-20,Qld,Other services,Patient transport services,Australian Government,DoHAC and other,"19,944,908.40","20,812,947.25"
2019-20,Qld,Other services,Patient transport services,Australian Government,Premium rebates,"178,936.45","186,724.09"
2019-20,Qld,Other services,Patient transport services,Non-government,Health insurance funds,"492,324.39","513,751.25"
2019-20,Qld,Other services,Patient transport services,Non-government,Other source of funds,"1,839,690.43","1,919,757.12"
2019-20,Qld,Other services,Patient transport services,State and local government,State and local government,"1,109,681,868.89","1,157,977,251.15"
2019-20,Qld,Primary health care,All other medications,Australian Government,DoHAC and other,"153,146,358.25","155,724,065.88"
2019-20,Qld,Primary health care,All other medications,Australian Government,Premium rebates,"3,354,675.07","3,390,039.23"
2019-20,Qld,Primary health care,All other medications,Non-government,Health insurance funds,"9,230,027.57","9,327,328.25"
2019-20,Qld,Primary health care,All other medications,Non-government,Individuals,"2,132,687,881.74","2,186,533,505.84"
2019-20,Qld,Primary health care,All other medications,Non-government,Other source of funds,"11,968,243.77","12,094,410.05"
2019-20,Qld,Primary health care,Benefit-paid pharmaceuticals,Australian Government,Department of Veterans' Affairs,"88,296,123.23","97,548,681.09"
2019-20,Qld,Primary health care,Benefit-paid pharmaceuticals,Australian Government,DoHAC and other,"1,897,983,661.88","2,091,288,976.61"
2019-20,Qld,Primary health care,Benefit-paid pharmaceuticals,Non-government,Individuals,"301,493,534.11","333,087,065.84"
